year	gender	age	education	obs_value
2023	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 8. Doctoral or equivalent level	111.512
2023	Total	Age (Aggregate bands): 65+	Education (ISCED-11): 9. Not elsewhere classified	1273.475
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): Total	26187.696
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): 1. Primary education	1589.614
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): 2. Lower secondary education	4476.273
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): 3. Upper secondary education	11122.314
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): 4. Post-secondary non-tertiary education	40.399
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): 5. Short-cycle tertiary education	2727.504
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): 6. Bachelor's or equivalent level	2241.875
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): 7. Master's or equivalent level	2951.604
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): 8. Doctoral or equivalent level	292.308
2023	Male	Age (Aggregate bands): Total	Education (ISCED-11): 9. Not elsewhere classified	745.804
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): Total	3846.671
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 1. Primary education	36.394
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 2. Lower secondary education	1596.94
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 3. Upper secondary education	1611.509
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 4. Post-secondary non-tertiary education	
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 5. Short-cycle tertiary education	228.905
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 6. Bachelor's or equivalent level	244.77
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 7. Master's or equivalent level	62.044
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 8. Doctoral or equivalent level	
2023	Male	Age (Aggregate bands): 15-24	Education (ISCED-11): 9. Not elsewhere classified	66.109
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): Total	11925.165
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 1. Primary education	248.168
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 2. Lower secondary education	1329.953
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 3. Upper secondary education	5004.388
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 4. Post-secondary non-tertiary education	21.506
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 5. Short-cycle tertiary education	1627.904
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 6. Bachelor's or equivalent level	1317.787
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 7. Master's or equivalent level	2056.504
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 8. Doctoral or equivalent level	160.587
2023	Male	Age (Aggregate bands): 25-54	Education (ISCED-11): 9. Not elsewhere classified	158.367
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): Total	4125.775
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 1. Primary education	207.262
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 2. Lower secondary education	671.537
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 3. Upper secondary education	2047.991
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 4. Post-secondary non-tertiary education	5.034
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 5. Short-cycle tertiary education	434.097
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 6. Bachelor's or equivalent level	283.614
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 7. Master's or equivalent level	351.985
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 8. Doctoral or equivalent level	54.199
2023	Male	Age (Aggregate bands): 55-64	Education (ISCED-11): 9. Not elsewhere classified	70.057
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): Total	6290.085
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 1. Primary education	1097.79
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 2. Lower secondary education	877.844
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 3. Upper secondary education	2458.426
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 4. Post-secondary non-tertiary education	13.859
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 5. Short-cycle tertiary education	436.598
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 6. Bachelor's or equivalent level	395.704
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 7. Master's or equivalent level	481.071
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 8. Doctoral or equivalent level	77.522
2023	Male	Age (Aggregate bands): 65+	Education (ISCED-11): 9. Not elsewhere classified	451.271
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): Total	28594.173
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): 1. Primary education	2271.461
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): 2. Lower secondary education	4754.65
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): 3. Upper secondary education	10471.556
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): 4. Post-secondary non-tertiary education	55.418
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): 5. Short-cycle tertiary education	3528.754
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): 6. Bachelor's or equivalent level	3318.82
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): 7. Master's or equivalent level	2827.575
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): 8. Doctoral or equivalent level	193.041
2023	Female	Age (Aggregate bands): Total	Education (ISCED-11): 9. Not elsewhere classified	1172.898
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): Total	3690.674
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 1. Primary education	15.065
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 2. Lower secondary education	1465.131
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 3. Upper secondary education	1525.14
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 4. Post-secondary non-tertiary education	1.322
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 5. Short-cycle tertiary education	185.339
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 6. Bachelor's or equivalent level	363.344
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 7. Master's or equivalent level	87.506
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 8. Doctoral or equivalent level	1.16
2023	Female	Age (Aggregate bands): 15-24	Education (ISCED-11): 9. Not elsewhere classified	46.668
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): Total	12508.018
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 1. Primary education	218.195
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 2. Lower secondary education	1174.872
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 3. Upper secondary education	4468.719
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 4. Post-secondary non-tertiary education	32.244
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 5. Short-cycle tertiary education	2024.774
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 6. Bachelor's or equivalent level	2037.2
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 7. Master's or equivalent level	2247.686
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 8. Doctoral or equivalent level	114.61
2023	Female	Age (Aggregate bands): 25-54	Education (ISCED-11): 9. Not elsewhere classified	189.718
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): Total	4431.166
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 1. Primary education	226.208
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 2. Lower secondary education	767.817
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 3. Upper secondary education	1967.031
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 4. Post-secondary non-tertiary education	7.725
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 5. Short-cycle tertiary education	620.498
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 6. Bachelor's or equivalent level	402.705
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 7. Master's or equivalent level	281.592
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 8. Doctoral or equivalent level	43.282
2023	Female	Age (Aggregate bands): 55-64	Education (ISCED-11): 9. Not elsewhere classified	114.308
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): Total	7964.315
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 1. Primary education	1811.993
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 2. Lower secondary education	1346.83
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 3. Upper secondary education	2510.667
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 4. Post-secondary non-tertiary education	14.127
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 5. Short-cycle tertiary education	698.143
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 6. Bachelor's or equivalent level	515.572
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 7. Master's or equivalent level	210.79
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 8. Doctoral or equivalent level	33.989
2023	Female	Age (Aggregate bands): 65+	Education (ISCED-11): 9. Not elsewhere classified	822.205
2023	Total	Age (10-year bands): Total	Education (Aggregate levels): Total	54781.868
2023	Total	Age (10-year bands): Total	Education (Aggregate levels): Basic	13091.998
2023	Total	Age (10-year bands): Total	Education (Aggregate levels): Intermediate	21689.688
2023	Total	Age (10-year bands): Total	Education (Aggregate levels): Advanced	18081.481
2023	Total	Age (10-year bands): Total	Education (Aggregate levels): Level not stated	1918.702
2023	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Total	7537.345
2023	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Basic	3113.53
2023	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Intermediate	3137.97
2023	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Advanced	1173.068
2023	Total	Age (10-year bands): 15-24	Education (Aggregate levels): Level not stated	112.777
2023	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Total	7522.42
2023	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Basic	750.289
2023	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Intermediate	2795.822
2023	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Advanced	3891.669
2023	Total	Age (10-year bands): 25-34	Education (Aggregate levels): Level not stated	84.639
2023	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Total	8355.999
2023	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Basic	981.695
2023	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Intermediate	3237.963
2023	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Advanced	4018.818
2023	Total	Age (10-year bands): 35-44	Education (Aggregate levels): Level not stated	117.523
2023	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Total	8554.764
2023	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Basic	1239.204
2023	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Intermediate	3493.072
2023	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Advanced	3676.565
2023	Total	Age (10-year bands): 45-54	Education (Aggregate levels): Level not stated	145.923
2023	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Total	8556.941
2023	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Basic	1872.823
2023	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Intermediate	4027.781
2023	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Advanced	2471.971
2023	Total	Age (10-year bands): 55-64	Education (Aggregate levels): Level not stated	184.365
2023	Total	Age (10-year bands): 65+	Education (Aggregate levels): Total	14254.4
2023	Total	Age (10-year bands): 65+	Education (Aggregate levels): Basic	5134.457
2023	Total	Age (10-year bands): 65+	Education (Aggregate levels): Intermediate	4997.079
2023	Total	Age (10-year bands): 65+	Education (Aggregate levels): Advanced	2849.389
2023	Total	Age (10-year bands): 65+	Education (Aggregate levels): Level not stated	1273.475
2023	Male	Age (10-year bands): Total	Education (Aggregate levels): Total	26187.696
2023	Male	Age (10-year bands): Total	Education (Aggregate levels): Basic	6065.887
2023	Male	Age (10-year bands): Total	Education (Aggregate levels): Intermediate	11162.713
2023	Male	Age (10-year bands): Total	Education (Aggregate levels): Advanced	8213.291
2023	Male	Age (10-year bands): Total	Education (Aggregate levels): Level not stated	745.804
2023	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Total	3846.671
2023	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Basic	1633.334
2023	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Intermediate	1611.509
2023	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Advanced	535.72
2023	Male	Age (10-year bands): 15-24	Education (Aggregate levels): Level not stated	66.109
2023	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Total	3690.306
2023	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Basic	415.61
2023	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Intermediate	1475.272
2023	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Advanced	1758.472
2023	Male	Age (10-year bands): 25-34	Education (Aggregate levels): Level not stated	40.953
2023	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Total	4030.743
2023	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Basic	517.922
2023	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Intermediate	1737.258
2023	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Advanced	1724.231
2023	Male	Age (10-year bands): 35-44	Education (Aggregate levels): Level not stated	51.332
2023	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Total	4204.115
2023	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Basic	644.589
2023	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Intermediate	1813.364
2023	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Advanced	1680.079
2023	Male	Age (10-year bands): 45-54	Education (Aggregate levels): Level not stated	66.083
2023	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Total	4125.775
2023	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Basic	878.798
2023	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Intermediate	2053.025
2023	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Advanced	1123.894
2023	Male	Age (10-year bands): 55-64	Education (Aggregate levels): Level not stated	70.057
2023	Male	Age (10-year bands): 65+	Education (Aggregate levels): Total	6290.085
2023	Male	Age (10-year bands): 65+	Education (Aggregate levels): Basic	1975.634
2023	Male	Age (10-year bands): 65+	Education (Aggregate levels): Intermediate	2472.286
2023	Male	Age (10-year bands): 65+	Education (Aggregate levels): Advanced	1390.895
2023	Male	Age (10-year bands): 65+	Education (Aggregate levels): Level not stated	451.271
2023	Female	Age (10-year bands): Total	Education (Aggregate levels): Total	28594.173
